amount,base_currency,date,currency,exchange_rate
1.0,USD,2014-05-16,AUD,1.0684
1.0,USD,2014-05-16,BGN,1.428
1.0,USD,2014-05-16,BRL,2.2162
1.0,USD,2014-05-16,CAD,1.0877
1.0,USD,2014-05-16,CHF,0.8915
1.0,USD,2014-05-16,CNY,6.2339
1.0,USD,2014-05-16,CZK,20.037
1.0,USD,2014-05-16,DKK,5.4502
1.0,USD,2014-05-16,EUR,0.73014
1.0,USD,2014-05-16,GBP,0.59492
1.0,USD,2014-05-16,HKD,7.7518
1.0,USD,2014-05-16,HRK,5.5445
1.0,USD,2014-05-16,HUF,223.37
1.0,USD,2014-05-16,IDR,11390.0
1.0,USD,2014-05-16,ILS,3.4607
1.0,USD,2014-05-16,INR,58.915
1.0,USD,2014-05-16,JPY,101.45
1.0,USD,2014-05-16,KRW,1024.81
1.0,USD,2014-05-16,LTL,2.521
1.0,USD,2014-05-16,MXN,12.948
1.0,USD,2014-05-16,MYR,3.2264
1.0,USD,2014-05-16,NOK,5.951
1.0,USD,2014-05-16,NZD,1.1581
1.0,USD,2014-05-16,PHP,43.85
1.0,USD,2014-05-16,PLN,3.0596
1.0,USD,2014-05-16,RON,3.2387
1.0,USD,2014-05-16,RUB,34.822
1.0,USD,2014-05-16,SEK,6.5802
1.0,USD,2014-05-16,SGD,1.2512
1.0,USD,2014-05-16,THB,32.5
1.0,USD,2014-05-16,TRY,2.0995
1.0,USD,2014-05-16,ZAR,10.384
