amount,base_currency,date,currency,exchange_rate
1.0,USD,2019-10-21,AUD,1.4535
1.0,USD,2019-10-21,BGN,1.7505
1.0,USD,2019-10-21,BRL,4.1223
1.0,USD,2019-10-21,CAD,1.3106
1.0,USD,2019-10-21,CHF,0.9847
1.0,USD,2019-10-21,CNY,7.0729
1.0,USD,2019-10-21,CZK,22.939
1.0,USD,2019-10-21,DKK,6.6865
1.0,USD,2019-10-21,EUR,0.89501
1.0,USD,2019-10-21,GBP,0.76909
1.0,USD,2019-10-21,HKD,7.8435
1.0,USD,2019-10-21,HRK,6.6569
1.0,USD,2019-10-21,HUF,295.34
1.0,USD,2019-10-21,IDR,14063.0
1.0,USD,2019-10-21,ILS,3.5339
1.0,USD,2019-10-21,INR,70.857
1.0,USD,2019-10-21,ISK,124.68
1.0,USD,2019-10-21,JPY,108.56
1.0,USD,2019-10-21,KRW,1171.61
1.0,USD,2019-10-21,MXN,19.1533
1.0,USD,2019-10-21,MYR,4.1805
1.0,USD,2019-10-21,NOK,9.0968
1.0,USD,2019-10-21,NZD,1.5602
1.0,USD,2019-10-21,PHP,51.057
1.0,USD,2019-10-21,PLN,3.8296
1.0,USD,2019-10-21,RON,4.2588
1.0,USD,2019-10-21,RUB,63.669
1.0,USD,2019-10-21,SEK,9.6045
1.0,USD,2019-10-21,SGD,1.3607
1.0,USD,2019-10-21,THB,30.255
1.0,USD,2019-10-21,TRY,5.8218
1.0,USD,2019-10-21,ZAR,14.7526
