amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-10-08,AUD,1.0272
1.0,USD,2010-10-08,BGN,1.4097
1.0,USD,2010-10-08,BRL,1.6862
1.0,USD,2010-10-08,CAD,1.0212
1.0,USD,2010-10-08,CHF,0.96728
1.0,USD,2010-10-08,CNY,6.6706
1.0,USD,2010-10-08,CZK,17.6517
1.0,USD,2010-10-08,DKK,5.3742
1.0,USD,2010-10-08,EEK,11.2776
1.0,USD,2010-10-08,EUR,0.72077
1.0,USD,2010-10-08,GBP,0.63075
1.0,USD,2010-10-08,HKD,7.7585
1.0,USD,2010-10-08,HRK,5.2741
1.0,USD,2010-10-08,HUF,198.61
1.0,USD,2010-10-08,IDR,8933.0
1.0,USD,2010-10-08,INR,44.425
1.0,USD,2010-10-08,JPY,82.32
1.0,USD,2010-10-08,KRW,1128.71
1.0,USD,2010-10-08,LTL,2.4887
1.0,USD,2010-10-08,LVL,0.5111
1.0,USD,2010-10-08,MXN,12.5657
1.0,USD,2010-10-08,MYR,3.1152
1.0,USD,2010-10-08,NOK,5.8383
1.0,USD,2010-10-08,NZD,1.3405
1.0,USD,2010-10-08,PHP,43.483
1.0,USD,2010-10-08,PLN,2.8662
1.0,USD,2010-10-08,RON,3.0736
1.0,USD,2010-10-08,RUB,29.979
1.0,USD,2010-10-08,SEK,6.7154
1.0,USD,2010-10-08,SGD,1.3117
1.0,USD,2010-10-08,THB,30.063
1.0,USD,2010-10-08,TRY,1.4258
1.0,USD,2010-10-08,ZAR,6.9188
