amount,base_currency,date,currency,exchange_rate
1.0,USD,2025-01-16,AUD,1.6135
1.0,USD,2025-01-16,BGN,1.904
1.0,USD,2025-01-16,BRL,6.0343
1.0,USD,2025-01-16,CAD,1.4385
1.0,USD,2025-01-16,CHF,0.91277
1.0,USD,2025-01-16,CNY,7.3317
1.0,USD,2025-01-16,CZK,24.563
1.0,USD,2025-01-16,DKK,7.2633
1.0,USD,2025-01-16,EUR,0.97352
1.0,USD,2025-01-16,GBP,0.82027
1.0,USD,2025-01-16,HKD,7.7888
1.0,USD,2025-01-16,HUF,401.43
1.0,USD,2025-01-16,IDR,16407.0
1.0,USD,2025-01-16,ILS,3.6246
1.0,USD,2025-01-16,INR,86.58
1.0,USD,2025-01-16,ISK,141.26
1.0,USD,2025-01-16,JPY,156.21
1.0,USD,2025-01-16,KRW,1459.35
1.0,USD,2025-01-16,MXN,20.621
1.0,USD,2025-01-16,MYR,4.5025
1.0,USD,2025-01-16,NOK,11.3868
1.0,USD,2025-01-16,NZD,1.7902
1.0,USD,2025-01-16,PHP,58.564
1.0,USD,2025-01-16,PLN,4.1558
1.0,USD,2025-01-16,RON,4.8437
1.0,USD,2025-01-16,SEK,11.1809
1.0,USD,2025-01-16,SGD,1.3689
1.0,USD,2025-01-16,THB,34.65
1.0,USD,2025-01-16,TRY,35.443
1.0,USD,2025-01-16,ZAR,18.891
