amount,base_currency,date,currency,exchange_rate
1.0,USD,2004-07-27,AUD,1.4036
1.0,USD,2004-07-27,BGN,1.6074
1.0,USD,2004-07-27,CAD,1.328
1.0,USD,2004-07-27,CHF,1.2629
1.0,USD,2004-07-27,CYP,0.47773
1.0,USD,2004-07-27,CZK,25.969
1.0,USD,2004-07-27,DKK,6.1105
1.0,USD,2004-07-27,EEK,12.8588
1.0,USD,2004-07-27,EUR,0.82183
1.0,USD,2004-07-27,GBP,0.54323
1.0,USD,2004-07-27,HKD,7.7998
1.0,USD,2004-07-27,HUF,204.13
1.0,USD,2004-07-27,ISK,71.277
1.0,USD,2004-07-27,JPY,109.81
1.0,USD,2004-07-27,KRW,1164.85
1.0,USD,2004-07-27,LTL,2.8376
1.0,USD,2004-07-27,LVL,0.53961
1.0,USD,2004-07-27,MTL,0.34936
1.0,USD,2004-07-27,NOK,6.9806
1.0,USD,2004-07-27,NZD,1.5648
1.0,USD,2004-07-27,PLN,3.6366
1.0,USD,2004-07-27,ROL,33834.0
1.0,USD,2004-07-27,SEK,7.5635
1.0,USD,2004-07-27,SGD,1.7198
1.0,USD,2004-07-27,SIT,197.2
1.0,USD,2004-07-27,SKK,32.84
1.0,USD,2004-07-27,TRL,1495151.0
1.0,USD,2004-07-27,ZAR,6.2485
