amount,base_currency,date,currency,exchange_rate
1.0,USD,2008-03-07,AUD,1.069
1.0,USD,2008-03-07,BGN,1.2686
1.0,USD,2008-03-07,BRL,1.692
1.0,USD,2008-03-07,CAD,0.97743
1.0,USD,2008-03-07,CHF,1.0206
1.0,USD,2008-03-07,CNY,7.111
1.0,USD,2008-03-07,CZK,16.3261
1.0,USD,2008-03-07,DKK,4.8345
1.0,USD,2008-03-07,EEK,10.1489
1.0,USD,2008-03-07,EUR,0.64863
1.0,USD,2008-03-07,GBP,0.49601
1.0,USD,2008-03-07,HKD,7.7846
1.0,USD,2008-03-07,HRK,4.7204
1.0,USD,2008-03-07,HUF,171.81
1.0,USD,2008-03-07,IDR,9060.0
1.0,USD,2008-03-07,ISK,67.983
1.0,USD,2008-03-07,JPY,102.14
1.0,USD,2008-03-07,KRW,959.0
1.0,USD,2008-03-07,LTL,2.2396
1.0,USD,2008-03-07,LVL,0.45177
1.0,USD,2008-03-07,MXN,10.8425
1.0,USD,2008-03-07,MYR,3.167
1.0,USD,2008-03-07,NOK,5.1336
1.0,USD,2008-03-07,NZD,1.2518
1.0,USD,2008-03-07,PHP,41.0
1.0,USD,2008-03-07,PLN,2.323
1.0,USD,2008-03-07,RON,2.4217
1.0,USD,2008-03-07,RUB,23.809
1.0,USD,2008-03-07,SEK,6.0914
1.0,USD,2008-03-07,SGD,1.3844
1.0,USD,2008-03-07,SKK,21.157
1.0,USD,2008-03-07,THB,31.535
1.0,USD,2008-03-07,TRY,1.2484
1.0,USD,2008-03-07,ZAR,7.998
