amount,base_currency,date,currency,exchange_rate
1.0,USD,2009-03-26,AUD,1.422
1.0,USD,2009-03-26,BGN,1.4373
1.0,USD,2009-03-26,BRL,2.2361
1.0,USD,2009-03-26,CAD,1.2278
1.0,USD,2009-03-26,CHF,1.1219
1.0,USD,2009-03-26,CNY,6.7753
1.0,USD,2009-03-26,CZK,20.014
1.0,USD,2009-03-26,DKK,5.4742
1.0,USD,2009-03-26,EEK,11.4989
1.0,USD,2009-03-26,EUR,0.73492
1.0,USD,2009-03-26,GBP,0.68465
1.0,USD,2009-03-26,HKD,7.6857
1.0,USD,2009-03-26,HRK,5.4885
1.0,USD,2009-03-26,HUF,221.94
1.0,USD,2009-03-26,IDR,11610.0
1.0,USD,2009-03-26,INR,50.155
1.0,USD,2009-03-26,JPY,98.21
1.0,USD,2009-03-26,KRW,1330.75
1.0,USD,2009-03-26,LTL,2.5375
1.0,USD,2009-03-26,LVL,0.52142
1.0,USD,2009-03-26,MXN,14.149
1.0,USD,2009-03-26,MYR,3.5944
1.0,USD,2009-03-26,NOK,6.4801
1.0,USD,2009-03-26,NZD,1.7268
1.0,USD,2009-03-26,PHP,48.159
1.0,USD,2009-03-26,PLN,3.3567
1.0,USD,2009-03-26,RON,3.1348
1.0,USD,2009-03-26,RUB,33.365
1.0,USD,2009-03-26,SEK,7.9933
1.0,USD,2009-03-26,SGD,1.4955
1.0,USD,2009-03-26,THB,35.002
1.0,USD,2009-03-26,TRY,1.6572
1.0,USD,2009-03-26,ZAR,9.37
