amount,base_currency,date,currency,exchange_rate
1.0,USD,2022-08-16,AUD,1.4276
1.0,USD,2022-08-16,BGN,1.9305
1.0,USD,2022-08-16,BRL,5.1165
1.0,USD,2022-08-16,CAD,1.2907
1.0,USD,2022-08-16,CHF,0.95005
1.0,USD,2022-08-16,CNY,6.7878
1.0,USD,2022-08-16,CZK,24.223
1.0,USD,2022-08-16,DKK,7.3406
1.0,USD,2022-08-16,EUR,0.98707
1.0,USD,2022-08-16,GBP,0.83129
1.0,USD,2022-08-16,HKD,7.8422
1.0,USD,2022-08-16,HRK,7.4129
1.0,USD,2022-08-16,HUF,400.95
1.0,USD,2022-08-16,IDR,14775.0
1.0,USD,2022-08-16,ILS,3.2659
1.0,USD,2022-08-16,INR,79.331
1.0,USD,2022-08-16,ISK,138.49
1.0,USD,2022-08-16,JPY,134.35
1.0,USD,2022-08-16,KRW,1312.47
1.0,USD,2022-08-16,MXN,19.8993
1.0,USD,2022-08-16,MYR,4.466
1.0,USD,2022-08-16,NOK,9.7155
1.0,USD,2022-08-16,NZD,1.5805
1.0,USD,2022-08-16,PHP,55.87
1.0,USD,2022-08-16,PLN,4.6435
1.0,USD,2022-08-16,RON,4.8189
1.0,USD,2022-08-16,SEK,10.4003
1.0,USD,2022-08-16,SGD,1.3799
1.0,USD,2022-08-16,THB,35.465
1.0,USD,2022-08-16,TRY,17.9641
1.0,USD,2022-08-16,ZAR,16.4402
