amount,base_currency,date,currency,exchange_rate
1.0,USD,2011-03-18,AUD,1.0078
1.0,USD,2011-03-18,BGN,1.3841
1.0,USD,2011-03-18,BRL,1.6691
1.0,USD,2011-03-18,CAD,0.9833
1.0,USD,2011-03-18,CHF,0.9029
1.0,USD,2011-03-18,CNY,6.5692
1.0,USD,2011-03-18,CZK,17.2597
1.0,USD,2011-03-18,DKK,5.2773
1.0,USD,2011-03-18,EUR,0.70771
1.0,USD,2011-03-18,GBP,0.6184
1.0,USD,2011-03-18,HKD,7.8013
1.0,USD,2011-03-18,HRK,5.2229
1.0,USD,2011-03-18,HUF,193.45
1.0,USD,2011-03-18,IDR,8771.0
1.0,USD,2011-03-18,ILS,3.5435
1.0,USD,2011-03-18,INR,45.036
1.0,USD,2011-03-18,JPY,81.16
1.0,USD,2011-03-18,KRW,1127.35
1.0,USD,2011-03-18,LTL,2.4436
1.0,USD,2011-03-18,LVL,0.50035
1.0,USD,2011-03-18,MXN,12.0416
1.0,USD,2011-03-18,MYR,3.0453
1.0,USD,2011-03-18,NOK,5.5789
1.0,USD,2011-03-18,NZD,1.3754
1.0,USD,2011-03-18,PHP,43.639
1.0,USD,2011-03-18,PLN,2.8725
1.0,USD,2011-03-18,RON,2.9515
1.0,USD,2011-03-18,RUB,28.476
1.0,USD,2011-03-18,SEK,6.3033
1.0,USD,2011-03-18,SGD,1.2747
1.0,USD,2011-03-18,THB,30.29
1.0,USD,2011-03-18,TRY,1.5784
1.0,USD,2011-03-18,ZAR,7.0208
