amount,base_currency,date,currency,exchange_rate
1.0,USD,2019-04-23,AUD,1.4063
1.0,USD,2019-04-23,BGN,1.7393
1.0,USD,2019-04-23,BRL,3.9307
1.0,USD,2019-04-23,CAD,1.339
1.0,USD,2019-04-23,CHF,1.02
1.0,USD,2019-04-23,CNY,6.7192
1.0,USD,2019-04-23,CZK,22.893
1.0,USD,2019-04-23,DKK,6.6393
1.0,USD,2019-04-23,EUR,0.88928
1.0,USD,2019-04-23,GBP,0.76879
1.0,USD,2019-04-23,HKD,7.8445
1.0,USD,2019-04-23,HRK,6.6025
1.0,USD,2019-04-23,HUF,285.33
1.0,USD,2019-04-23,IDR,14075.0
1.0,USD,2019-04-23,ILS,3.5997
1.0,USD,2019-04-23,INR,69.642
1.0,USD,2019-04-23,ISK,120.76
1.0,USD,2019-04-23,JPY,111.89
1.0,USD,2019-04-23,KRW,1142.07
1.0,USD,2019-04-23,MXN,18.8848
1.0,USD,2019-04-23,MYR,4.129
1.0,USD,2019-04-23,NOK,8.5233
1.0,USD,2019-04-23,NZD,1.5019
1.0,USD,2019-04-23,PHP,52.06
1.0,USD,2019-04-23,PLN,3.8118
1.0,USD,2019-04-23,RON,4.234
1.0,USD,2019-04-23,RUB,63.74
1.0,USD,2019-04-23,SEK,9.3437
1.0,USD,2019-04-23,SGD,1.357
1.0,USD,2019-04-23,THB,31.965
1.0,USD,2019-04-23,TRY,5.815
1.0,USD,2019-04-23,ZAR,14.2006
