amount,base_currency,date,currency,exchange_rate
1.0,USD,2012-10-25,AUD,0.96283
1.0,USD,2012-10-25,BGN,1.5053
1.0,USD,2012-10-25,BRL,2.0276
1.0,USD,2012-10-25,CAD,0.99161
1.0,USD,2012-10-25,CHF,0.93104
1.0,USD,2012-10-25,CNY,6.242
1.0,USD,2012-10-25,CZK,19.1649
1.0,USD,2012-10-25,DKK,5.7406
1.0,USD,2012-10-25,EUR,0.76965
1.0,USD,2012-10-25,GBP,0.61949
1.0,USD,2012-10-25,HKD,7.7504
1.0,USD,2012-10-25,HRK,5.8131
1.0,USD,2012-10-25,HUF,215.29
1.0,USD,2012-10-25,IDR,9607.0
1.0,USD,2012-10-25,ILS,3.8565
1.0,USD,2012-10-25,INR,53.575
1.0,USD,2012-10-25,JPY,80.16
1.0,USD,2012-10-25,KRW,1097.03
1.0,USD,2012-10-25,LTL,2.6574
1.0,USD,2012-10-25,LVL,0.53575
1.0,USD,2012-10-25,MXN,12.936
1.0,USD,2012-10-25,MYR,3.0436
1.0,USD,2012-10-25,NOK,5.7427
1.0,USD,2012-10-25,NZD,1.2141
1.0,USD,2012-10-25,PHP,41.244
1.0,USD,2012-10-25,PLN,3.1863
1.0,USD,2012-10-25,RON,3.5142
1.0,USD,2012-10-25,RUB,31.236
1.0,USD,2012-10-25,SEK,6.6869
1.0,USD,2012-10-25,SGD,1.2195
1.0,USD,2012-10-25,THB,30.69
1.0,USD,2012-10-25,TRY,1.7986
1.0,USD,2012-10-25,ZAR,8.7059
