amount,base_currency,date,currency,exchange_rate
1.0,USD,2020-06-25,AUD,1.4572
1.0,USD,2020-06-25,BGN,1.7462
1.0,USD,2020-06-25,BRL,5.3582
1.0,USD,2020-06-25,CAD,1.3645
1.0,USD,2020-06-25,CHF,0.94973
1.0,USD,2020-06-25,CNY,7.072
1.0,USD,2020-06-25,CZK,23.925
1.0,USD,2020-06-25,DKK,6.6548
1.0,USD,2020-06-25,EUR,0.89286
1.0,USD,2020-06-25,GBP,0.80476
1.0,USD,2020-06-25,HKD,7.7504
1.0,USD,2020-06-25,HRK,6.7562
1.0,USD,2020-06-25,HUF,316.38
1.0,USD,2020-06-25,IDR,14275.0
1.0,USD,2020-06-25,ILS,3.4415
1.0,USD,2020-06-25,INR,75.634
1.0,USD,2020-06-25,ISK,138.93
1.0,USD,2020-06-25,JPY,107.37
1.0,USD,2020-06-25,KRW,1203.33
1.0,USD,2020-06-25,MXN,22.886
1.0,USD,2020-06-25,MYR,4.278
1.0,USD,2020-06-25,NOK,9.7096
1.0,USD,2020-06-25,NZD,1.5594
1.0,USD,2020-06-25,PHP,50.067
1.0,USD,2020-06-25,PLN,3.9869
1.0,USD,2020-06-25,RON,4.3232
1.0,USD,2020-06-25,RUB,69.421
1.0,USD,2020-06-25,SEK,9.3629
1.0,USD,2020-06-25,SGD,1.3929
1.0,USD,2020-06-25,THB,30.935
1.0,USD,2020-06-25,TRY,6.855
1.0,USD,2020-06-25,ZAR,17.4003
