amount,base_currency,date,currency,exchange_rate
1.0,USD,2020-06-03,AUD,1.4544
1.0,USD,2020-06-03,BGN,1.7472
1.0,USD,2020-06-03,BRL,5.1807
1.0,USD,2020-06-03,CAD,1.3555
1.0,USD,2020-06-03,CHF,0.96418
1.0,USD,2020-06-03,CNY,7.1109
1.0,USD,2020-06-03,CZK,23.816
1.0,USD,2020-06-03,DKK,6.6595
1.0,USD,2020-06-03,EUR,0.89334
1.0,USD,2020-06-03,GBP,0.79565
1.0,USD,2020-06-03,HKD,7.7503
1.0,USD,2020-06-03,HRK,6.7643
1.0,USD,2020-06-03,HUF,309.0
1.0,USD,2020-06-03,IDR,14191.0
1.0,USD,2020-06-03,ILS,3.4634
1.0,USD,2020-06-03,INR,75.496
1.0,USD,2020-06-03,ISK,134.89
1.0,USD,2020-06-03,JPY,108.58
1.0,USD,2020-06-03,KRW,1218.59
1.0,USD,2020-06-03,MXN,21.688
1.0,USD,2020-06-03,MYR,4.2615
1.0,USD,2020-06-03,NOK,9.5388
1.0,USD,2020-06-03,NZD,1.5662
1.0,USD,2020-06-03,PHP,49.958
1.0,USD,2020-06-03,PLN,3.9427
1.0,USD,2020-06-03,RON,4.3231
1.0,USD,2020-06-03,RUB,68.792
1.0,USD,2020-06-03,SEK,9.3432
1.0,USD,2020-06-03,SGD,1.3986
1.0,USD,2020-06-03,THB,31.57
1.0,USD,2020-06-03,TRY,6.7628
1.0,USD,2020-06-03,ZAR,17.0488
