amount,base_currency,date,currency,exchange_rate
1.0,USD,2003-09-23,AUD,1.4768
1.0,USD,2003-09-23,BGN,1.6986
1.0,USD,2003-09-23,CAD,1.3516
1.0,USD,2003-09-23,CHF,1.3549
1.0,USD,2003-09-23,CYP,0.5096
1.0,USD,2003-09-23,CZK,27.791
1.0,USD,2003-09-23,DKK,6.4792
1.0,USD,2003-09-23,EEK,13.6485
1.0,USD,2003-09-23,EUR,0.8723
1.0,USD,2003-09-23,GBP,0.60502
1.0,USD,2003-09-23,HKD,7.7472
1.0,USD,2003-09-23,HUF,222.17
1.0,USD,2003-09-23,ISK,77.146
1.0,USD,2003-09-23,JPY,111.59
1.0,USD,2003-09-23,KRW,1150.5
1.0,USD,2003-09-23,LTL,3.0124
1.0,USD,2003-09-23,LVL,0.56097
1.0,USD,2003-09-23,MTL,0.37238
1.0,USD,2003-09-23,NOK,7.0992
1.0,USD,2003-09-23,NZD,1.6812
1.0,USD,2003-09-23,PLN,3.9195
1.0,USD,2003-09-23,ROL,33387.0
1.0,USD,2003-09-23,SEK,7.8768
1.0,USD,2003-09-23,SGD,1.7317
1.0,USD,2003-09-23,SIT,205.32
1.0,USD,2003-09-23,SKK,35.965
1.0,USD,2003-09-23,TRL,1353890.0
1.0,USD,2003-09-23,ZAR,7.1895
