amount,base_currency,date,currency,exchange_rate
1.0,USD,2018-07-31,AUD,1.3466
1.0,USD,2018-07-31,BGN,1.6665
1.0,USD,2018-07-31,BRL,3.7336
1.0,USD,2018-07-31,CAD,1.3035
1.0,USD,2018-07-31,CHF,0.98773
1.0,USD,2018-07-31,CNY,6.8318
1.0,USD,2018-07-31,CZK,21.812
1.0,USD,2018-07-31,DKK,6.3479
1.0,USD,2018-07-31,EUR,0.85208
1.0,USD,2018-07-31,GBP,0.76022
1.0,USD,2018-07-31,HKD,7.8488
1.0,USD,2018-07-31,HRK,6.3071
1.0,USD,2018-07-31,HUF,273.03
1.0,USD,2018-07-31,IDR,14420.0
1.0,USD,2018-07-31,ILS,3.6658
1.0,USD,2018-07-31,INR,68.541
1.0,USD,2018-07-31,ISK,104.64
1.0,USD,2018-07-31,JPY,111.49
1.0,USD,2018-07-31,KRW,1118.6
1.0,USD,2018-07-31,MXN,18.56
1.0,USD,2018-07-31,MYR,4.0585
1.0,USD,2018-07-31,NOK,8.1236
1.0,USD,2018-07-31,NZD,1.4667
1.0,USD,2018-07-31,PHP,53.1
1.0,USD,2018-07-31,PLN,3.6443
1.0,USD,2018-07-31,RON,3.9413
1.0,USD,2018-07-31,RUB,62.381
1.0,USD,2018-07-31,SEK,8.7398
1.0,USD,2018-07-31,SGD,1.3613
1.0,USD,2018-07-31,THB,33.24
1.0,USD,2018-07-31,TRY,4.884
1.0,USD,2018-07-31,ZAR,13.0944
