amount,base_currency,date,currency,exchange_rate
1.0,USD,2013-02-14,AUD,0.96638
1.0,USD,2013-02-14,BGN,1.4675
1.0,USD,2013-02-14,BRL,1.9674
1.0,USD,2013-02-14,CAD,1.0012
1.0,USD,2013-02-14,CHF,0.92241
1.0,USD,2013-02-14,CNY,6.2326
1.0,USD,2013-02-14,CZK,19.0463
1.0,USD,2013-02-14,DKK,5.598
1.0,USD,2013-02-14,EUR,0.75036
1.0,USD,2013-02-14,GBP,0.64486
1.0,USD,2013-02-14,HKD,7.7551
1.0,USD,2013-02-14,HRK,5.6924
1.0,USD,2013-02-14,HUF,219.49
1.0,USD,2013-02-14,IDR,9659.0
1.0,USD,2013-02-14,ILS,3.6794
1.0,USD,2013-02-14,INR,53.93
1.0,USD,2013-02-14,JPY,93.34
1.0,USD,2013-02-14,KRW,1084.96
1.0,USD,2013-02-14,LTL,2.5908
1.0,USD,2013-02-14,LVL,0.52502
1.0,USD,2013-02-14,MXN,12.7203
1.0,USD,2013-02-14,MYR,3.0892
1.0,USD,2013-02-14,NOK,5.523
1.0,USD,2013-02-14,NZD,1.1792
1.0,USD,2013-02-14,PHP,40.708
1.0,USD,2013-02-14,PLN,3.1339
1.0,USD,2013-02-14,RON,3.2919
1.0,USD,2013-02-14,RUB,30.143
1.0,USD,2013-02-14,SEK,6.3399
1.0,USD,2013-02-14,SGD,1.2374
1.0,USD,2013-02-14,THB,29.81
1.0,USD,2013-02-14,TRY,1.7712
1.0,USD,2013-02-14,ZAR,8.8983
