amount,base_currency,date,currency,exchange_rate
1.0,USD,2001-02-22,AUD,1.9149
1.0,USD,2001-02-22,BGN,2.1513
1.0,USD,2001-02-22,CAD,1.5367
1.0,USD,2001-02-22,CHF,1.6914
1.0,USD,2001-02-22,CYP,0.63959
1.0,USD,2001-02-22,CZK,38.326
1.0,USD,2001-02-22,DKK,8.2426
1.0,USD,2001-02-22,EEK,17.2776
1.0,USD,2001-02-22,EUR,1.1042
1.0,USD,2001-02-22,GBP,0.69236
1.0,USD,2001-02-22,HKD,7.7998
1.0,USD,2001-02-22,HUF,294.05
1.0,USD,2001-02-22,ISK,87.06
1.0,USD,2001-02-22,JPY,116.31
1.0,USD,2001-02-22,KRW,1244.5
1.0,USD,2001-02-22,LTL,4.001
1.0,USD,2001-02-22,LVL,0.62191
1.0,USD,2001-02-22,MTL,0.447
1.0,USD,2001-02-22,NOK,9.121
1.0,USD,2001-02-22,NZD,2.3405
1.0,USD,2001-02-22,PLN,4.1569
1.0,USD,2001-02-22,ROL,26975.0
1.0,USD,2001-02-22,SEK,9.9965
1.0,USD,2001-02-22,SGD,1.7447
1.0,USD,2001-02-22,SIT,238.06
1.0,USD,2001-02-22,SKK,48.371
1.0,USD,2001-02-22,TRL,1159452.0
1.0,USD,2001-02-22,ZAR,7.835
