amount,base_currency,date,currency,exchange_rate
1.0,USD,2011-05-10,AUD,0.92596
1.0,USD,2011-05-10,BGN,1.3622
1.0,USD,2011-05-10,BRL,1.6115
1.0,USD,2011-05-10,CAD,0.95953
1.0,USD,2011-05-10,CHF,0.8777
1.0,USD,2011-05-10,CNY,6.4924
1.0,USD,2011-05-10,CZK,16.8735
1.0,USD,2011-05-10,DKK,5.1931
1.0,USD,2011-05-10,EUR,0.69648
1.0,USD,2011-05-10,GBP,0.61144
1.0,USD,2011-05-10,HKD,7.7723
1.0,USD,2011-05-10,HRK,5.1383
1.0,USD,2011-05-10,HUF,183.77
1.0,USD,2011-05-10,IDR,8554.0
1.0,USD,2011-05-10,ILS,3.4524
1.0,USD,2011-05-10,INR,44.755
1.0,USD,2011-05-10,JPY,80.6
1.0,USD,2011-05-10,KRW,1081.57
1.0,USD,2011-05-10,LTL,2.4048
1.0,USD,2011-05-10,LVL,0.49401
1.0,USD,2011-05-10,MXN,11.599
1.0,USD,2011-05-10,MYR,2.9915
1.0,USD,2011-05-10,NOK,5.4349
1.0,USD,2011-05-10,NZD,1.2609
1.0,USD,2011-05-10,PHP,42.969
1.0,USD,2011-05-10,PLN,2.7382
1.0,USD,2011-05-10,RON,2.8478
1.0,USD,2011-05-10,RUB,27.741
1.0,USD,2011-05-10,SEK,6.238
1.0,USD,2011-05-10,SGD,1.2326
1.0,USD,2011-05-10,THB,30.18
1.0,USD,2011-05-10,TRY,1.56
1.0,USD,2011-05-10,ZAR,6.7551
