amount,base_currency,date,currency,exchange_rate
1.0,USD,2017-06-30,AUD,1.3013
1.0,USD,2017-06-30,BGN,1.7138
1.0,USD,2017-06-30,BRL,3.2948
1.0,USD,2017-06-30,CAD,1.2956
1.0,USD,2017-06-30,CHF,0.95776
1.0,USD,2017-06-30,CNY,6.781
1.0,USD,2017-06-30,CZK,22.956
1.0,USD,2017-06-30,DKK,6.5165
1.0,USD,2017-06-30,EUR,0.87627
1.0,USD,2017-06-30,GBP,0.77053
1.0,USD,2017-06-30,HKD,7.8048
1.0,USD,2017-06-30,HRK,6.4934
1.0,USD,2017-06-30,HUF,270.74
1.0,USD,2017-06-30,IDR,13327.0
1.0,USD,2017-06-30,ILS,3.4953
1.0,USD,2017-06-30,INR,64.62
1.0,USD,2017-06-30,JPY,111.94
1.0,USD,2017-06-30,KRW,1143.15
1.0,USD,2017-06-30,MXN,18.0372
1.0,USD,2017-06-30,MYR,4.2925
1.0,USD,2017-06-30,NOK,8.387
1.0,USD,2017-06-30,NZD,1.363
1.0,USD,2017-06-30,PHP,50.451
1.0,USD,2017-06-30,PLN,3.703
1.0,USD,2017-06-30,RON,3.989
1.0,USD,2017-06-30,RUB,59.188
1.0,USD,2017-06-30,SEK,8.4471
1.0,USD,2017-06-30,SGD,1.3766
1.0,USD,2017-06-30,THB,33.95
1.0,USD,2017-06-30,TRY,3.5168
1.0,USD,2017-06-30,ZAR,13.074
