amount,base_currency,date,currency,exchange_rate
1.0,USD,2006-11-27,AUD,1.2847
1.0,USD,2006-11-27,BGN,1.4914
1.0,USD,2006-11-27,CAD,1.1336
1.0,USD,2006-11-27,CHF,1.209
1.0,USD,2006-11-27,CNY,7.8436
1.0,USD,2006-11-27,CYP,0.44075
1.0,USD,2006-11-27,CZK,21.382
1.0,USD,2006-11-27,DKK,5.6847
1.0,USD,2006-11-27,EEK,11.9312
1.0,USD,2006-11-27,EUR,0.76254
1.0,USD,2006-11-27,GBP,0.51678
1.0,USD,2006-11-27,HKD,7.7758
1.0,USD,2006-11-27,HRK,5.5833
1.0,USD,2006-11-27,HUF,196.93
1.0,USD,2006-11-27,IDR,9141.0
1.0,USD,2006-11-27,ISK,70.124
1.0,USD,2006-11-27,JPY,116.09
1.0,USD,2006-11-27,KRW,930.65
1.0,USD,2006-11-27,LTL,2.6329
1.0,USD,2006-11-27,LVL,0.53203
1.0,USD,2006-11-27,MTL,0.32736
1.0,USD,2006-11-27,MYR,3.6375
1.0,USD,2006-11-27,NOK,6.3055
1.0,USD,2006-11-27,NZD,1.4939
1.0,USD,2006-11-27,PHP,49.65
1.0,USD,2006-11-27,PLN,2.9159
1.0,USD,2006-11-27,RON,2.6518
1.0,USD,2006-11-27,RUB,26.375
1.0,USD,2006-11-27,SEK,6.8952
1.0,USD,2006-11-27,SGD,1.5498
1.0,USD,2006-11-27,SIT,182.75
1.0,USD,2006-11-27,SKK,27.194
1.0,USD,2006-11-27,THB,36.411
1.0,USD,2006-11-27,TRY,1.4679
1.0,USD,2006-11-27,ZAR,7.089
