amount,base_currency,date,currency,exchange_rate
1.0,USD,2003-01-06,AUD,1.743
1.0,USD,2003-01-06,BGN,1.8648
1.0,USD,2003-01-06,CAD,1.5621
1.0,USD,2003-01-06,CHF,1.3885
1.0,USD,2003-01-06,CYP,0.5464
1.0,USD,2003-01-06,CZK,29.866
1.0,USD,2003-01-06,DKK,7.0823
1.0,USD,2003-01-06,EEK,14.9186
1.0,USD,2003-01-06,EUR,0.95347
1.0,USD,2003-01-06,GBP,0.61928
1.0,USD,2003-01-06,HKD,7.7991
1.0,USD,2003-01-06,HUF,224.5
1.0,USD,2003-01-06,ISK,80.84
1.0,USD,2003-01-06,JPY,118.61
1.0,USD,2003-01-06,KRW,1189.0
1.0,USD,2003-01-06,LTL,3.292
1.0,USD,2003-01-06,LVL,0.58677
1.0,USD,2003-01-06,MTL,0.39502
1.0,USD,2003-01-06,NOK,6.905
1.0,USD,2003-01-06,NZD,1.8817
1.0,USD,2003-01-06,PLN,3.8182
1.0,USD,2003-01-06,ROL,33424.0
1.0,USD,2003-01-06,SEK,8.6683
1.0,USD,2003-01-06,SGD,1.7363
1.0,USD,2003-01-06,SIT,219.58
1.0,USD,2003-01-06,SKK,39.35
1.0,USD,2003-01-06,TRL,1660946.0
1.0,USD,2003-01-06,ZAR,8.42
