amount,base_currency,date,currency,exchange_rate
1.0,USD,2009-10-16,AUD,1.0904
1.0,USD,2009-10-16,BGN,1.3154
1.0,USD,2009-10-16,BRL,1.7191
1.0,USD,2009-10-16,CAD,1.0396
1.0,USD,2009-10-16,CHF,1.0209
1.0,USD,2009-10-16,CNY,6.8268
1.0,USD,2009-10-16,CZK,17.332
1.0,USD,2009-10-16,DKK,5.0066
1.0,USD,2009-10-16,EEK,10.523
1.0,USD,2009-10-16,EUR,0.67254
1.0,USD,2009-10-16,GBP,0.61319
1.0,USD,2009-10-16,HKD,7.75
1.0,USD,2009-10-16,HRK,4.8722
1.0,USD,2009-10-16,HUF,180.14
1.0,USD,2009-10-16,IDR,9398.0
1.0,USD,2009-10-16,INR,46.3
1.0,USD,2009-10-16,JPY,91.2
1.0,USD,2009-10-16,KRW,1165.63
1.0,USD,2009-10-16,LTL,2.3221
1.0,USD,2009-10-16,LVL,0.47596
1.0,USD,2009-10-16,MXN,13.14
1.0,USD,2009-10-16,MYR,3.3715
1.0,USD,2009-10-16,NOK,5.6157
1.0,USD,2009-10-16,NZD,1.3544
1.0,USD,2009-10-16,PHP,46.664
1.0,USD,2009-10-16,PLN,2.8336
1.0,USD,2009-10-16,RON,2.884
1.0,USD,2009-10-16,RUB,29.389
1.0,USD,2009-10-16,SEK,6.9882
1.0,USD,2009-10-16,SGD,1.3963
1.0,USD,2009-10-16,THB,33.445
1.0,USD,2009-10-16,TRY,1.464
1.0,USD,2009-10-16,ZAR,7.3627
