amount,base_currency,date,currency,exchange_rate
1.0,USD,2009-05-22,AUD,1.2763
1.0,USD,2009-05-22,BGN,1.3998
1.0,USD,2009-05-22,BRL,2.0222
1.0,USD,2009-05-22,CAD,1.1268
1.0,USD,2009-05-22,CHF,1.0891
1.0,USD,2009-05-22,CNY,6.8232
1.0,USD,2009-05-22,CZK,19.1154
1.0,USD,2009-05-22,DKK,5.3291
1.0,USD,2009-05-22,EEK,11.1985
1.0,USD,2009-05-22,EUR,0.71572
1.0,USD,2009-05-22,GBP,0.62847
1.0,USD,2009-05-22,HKD,7.7519
1.0,USD,2009-05-22,HRK,5.2383
1.0,USD,2009-05-22,HUF,199.25
1.0,USD,2009-05-22,IDR,10228.0
1.0,USD,2009-05-22,INR,47.11
1.0,USD,2009-05-22,JPY,94.05
1.0,USD,2009-05-22,KRW,1243.47
1.0,USD,2009-05-22,LTL,2.4712
1.0,USD,2009-05-22,LVL,0.50744
1.0,USD,2009-05-22,MXN,13.1525
1.0,USD,2009-05-22,MYR,3.4905
1.0,USD,2009-05-22,NOK,6.352
1.0,USD,2009-05-22,NZD,1.6143
1.0,USD,2009-05-22,PHP,46.96
1.0,USD,2009-05-22,PLN,3.1379
1.0,USD,2009-05-22,RON,2.9892
1.0,USD,2009-05-22,RUB,31.135
1.0,USD,2009-05-22,SEK,7.5007
1.0,USD,2009-05-22,SGD,1.4427
1.0,USD,2009-05-22,THB,34.335
1.0,USD,2009-05-22,TRY,1.5365
1.0,USD,2009-05-22,ZAR,8.2924
