amount,base_currency,date,currency,exchange_rate
1.0,USD,2009-05-29,AUD,1.2534
1.0,USD,2009-05-29,BGN,1.3873
1.0,USD,2009-05-29,BRL,2.0088
1.0,USD,2009-05-29,CAD,1.0995
1.0,USD,2009-05-29,CHF,1.0731
1.0,USD,2009-05-29,CNY,6.8281
1.0,USD,2009-05-29,CZK,19.0275
1.0,USD,2009-05-29,DKK,5.2811
1.0,USD,2009-05-29,EEK,11.0985
1.0,USD,2009-05-29,EUR,0.70932
1.0,USD,2009-05-29,GBP,0.61917
1.0,USD,2009-05-29,HKD,7.751
1.0,USD,2009-05-29,HRK,5.2135
1.0,USD,2009-05-29,HUF,200.37
1.0,USD,2009-05-29,IDR,10313.0
1.0,USD,2009-05-29,INR,47.117
1.0,USD,2009-05-29,JPY,95.91
1.0,USD,2009-05-29,KRW,1251.27
1.0,USD,2009-05-29,LTL,2.4491
1.0,USD,2009-05-29,LVL,0.50312
1.0,USD,2009-05-29,MXN,13.0756
1.0,USD,2009-05-29,MYR,3.4875
1.0,USD,2009-05-29,NOK,6.2977
1.0,USD,2009-05-29,NZD,1.5701
1.0,USD,2009-05-29,PHP,47.181
1.0,USD,2009-05-29,PLN,3.1751
1.0,USD,2009-05-29,RON,2.9667
1.0,USD,2009-05-29,RUB,30.817
1.0,USD,2009-05-29,SEK,7.5669
1.0,USD,2009-05-29,SGD,1.4435
1.0,USD,2009-05-29,THB,34.315
1.0,USD,2009-05-29,TRY,1.5418
1.0,USD,2009-05-29,ZAR,7.9737
