amount,base_currency,date,currency,exchange_rate
1.0,USD,2023-09-20,AUD,1.5416
1.0,USD,2023-09-20,BGN,1.8275
1.0,USD,2023-09-20,BRL,4.8572
1.0,USD,2023-09-20,CAD,1.3424
1.0,USD,2023-09-20,CHF,0.89712
1.0,USD,2023-09-20,CNY,7.2939
1.0,USD,2023-09-20,CZK,22.788
1.0,USD,2023-09-20,DKK,6.9639
1.0,USD,2023-09-20,EUR,0.9344
1.0,USD,2023-09-20,GBP,0.80854
1.0,USD,2023-09-20,HKD,7.8227
1.0,USD,2023-09-20,HUF,358.53
1.0,USD,2023-09-20,IDR,15358.0
1.0,USD,2023-09-20,ILS,3.8081
1.0,USD,2023-09-20,INR,83.08
1.0,USD,2023-09-20,ISK,135.77
1.0,USD,2023-09-20,JPY,147.9
1.0,USD,2023-09-20,KRW,1327.22
1.0,USD,2023-09-20,MXN,17.033
1.0,USD,2023-09-20,MYR,4.6855
1.0,USD,2023-09-20,NOK,10.7288
1.0,USD,2023-09-20,NZD,1.6769
1.0,USD,2023-09-20,PHP,56.721
1.0,USD,2023-09-20,PLN,4.3359
1.0,USD,2023-09-20,RON,4.6455
1.0,USD,2023-09-20,SEK,11.101
1.0,USD,2023-09-20,SGD,1.3625
1.0,USD,2023-09-20,THB,36.06
1.0,USD,2023-09-20,TRY,27.036
1.0,USD,2023-09-20,ZAR,18.8367
