amount,base_currency,date,currency,exchange_rate
1.0,USD,2009-11-20,AUD,1.1002
1.0,USD,2009-11-20,BGN,1.3201
1.0,USD,2009-11-20,BRL,1.737
1.0,USD,2009-11-20,CAD,1.0716
1.0,USD,2009-11-20,CHF,1.021
1.0,USD,2009-11-20,CNY,6.8278
1.0,USD,2009-11-20,CZK,17.4735
1.0,USD,2009-11-20,DKK,5.023
1.0,USD,2009-11-20,EEK,10.5613
1.0,USD,2009-11-20,EUR,0.67499
1.0,USD,2009-11-20,GBP,0.60692
1.0,USD,2009-11-20,HKD,7.75
1.0,USD,2009-11-20,HRK,4.9464
1.0,USD,2009-11-20,HUF,182.03
1.0,USD,2009-11-20,IDR,9468.0
1.0,USD,2009-11-20,INR,46.606
1.0,USD,2009-11-20,JPY,89.01
1.0,USD,2009-11-20,KRW,1159.01
1.0,USD,2009-11-20,LTL,2.3306
1.0,USD,2009-11-20,LVL,0.4781
1.0,USD,2009-11-20,MXN,13.09
1.0,USD,2009-11-20,MYR,3.3855
1.0,USD,2009-11-20,NOK,5.6868
1.0,USD,2009-11-20,NZD,1.3858
1.0,USD,2009-11-20,PHP,47.1
1.0,USD,2009-11-20,PLN,2.8028
1.0,USD,2009-11-20,RON,2.892
1.0,USD,2009-11-20,RUB,29.079
1.0,USD,2009-11-20,SEK,6.9891
1.0,USD,2009-11-20,SGD,1.3902
1.0,USD,2009-11-20,THB,33.25
1.0,USD,2009-11-20,TRY,1.4982
1.0,USD,2009-11-20,ZAR,7.5898
