amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-12-01,AUD,1.0381
1.0,USD,2010-12-01,BGN,1.4913
1.0,USD,2010-12-01,BRL,1.7041
1.0,USD,2010-12-01,CAD,1.0187
1.0,USD,2010-12-01,CHF,1.0048
1.0,USD,2010-12-01,CNY,6.6634
1.0,USD,2010-12-01,CZK,19.0324
1.0,USD,2010-12-01,DKK,5.6827
1.0,USD,2010-12-01,EEK,11.9303
1.0,USD,2010-12-01,EUR,0.76249
1.0,USD,2010-12-01,GBP,0.63995
1.0,USD,2010-12-01,HKD,7.767
1.0,USD,2010-12-01,HRK,5.6609
1.0,USD,2010-12-01,HUF,213.84
1.0,USD,2010-12-01,IDR,9006.0
1.0,USD,2010-12-01,INR,45.342
1.0,USD,2010-12-01,JPY,84.16
1.0,USD,2010-12-01,KRW,1150.42
1.0,USD,2010-12-01,LTL,2.6327
1.0,USD,2010-12-01,LVL,0.54114
1.0,USD,2010-12-01,MXN,12.3686
1.0,USD,2010-12-01,MYR,3.152
1.0,USD,2010-12-01,NOK,6.1456
1.0,USD,2010-12-01,NZD,1.3411
1.0,USD,2010-12-01,PHP,43.602
1.0,USD,2010-12-01,PLN,3.0653
1.0,USD,2010-12-01,RON,3.2766
1.0,USD,2010-12-01,RUB,31.448
1.0,USD,2010-12-01,SEK,6.9798
1.0,USD,2010-12-01,SGD,1.3096
1.0,USD,2010-12-01,THB,30.075
1.0,USD,2010-12-01,TRY,1.4952
1.0,USD,2010-12-01,ZAR,7.0183
